isbn,keywords
9780375711169,"traces, career, abstract, expressionist, willem, de, kooning, discussing, personal, life, wife, elaine, fried, battle, alcoholism, alzheimer, disease, winner, pulitzer, prize, national, book, critics, circle, award, los, angeles, times, biography, reprint, 35, 000, first, printing"
9780375713347,"aloysious, lillian, binewski, proprietors, traveling, carnival, attempt, reduce, overhead, breeding, freak, show, tragic, results, new, edition, acclaimed, cult, classic, reprint, 30, 000, first, printing"
9780375713934,"biography, artist, john, james, audubon, offers, study, private, life, detailing, arrival, america, france, 1803, frontier, kentucky, extraordinary, images, native, american, wildlife"
9780375714337,"describes, intimate, season, journey, along, mediterranean, covers, area, history, literature, heritage, describing, mythologies, succeeding, medieval, civilizations, ancient, greece, rome, revealing, past, says, today, world, reprint, 17, 500, first, printing"
9780375714627,"celebrates, talents, dc, comics, artist, alex, ross, collection, drawings, never, seen, sketches, limited, edition, prints, artwork, reproduced, full, color, accompanied, study, creative, process, new, superman, batman, story, robin, origin, reprint, 50, 000, first, printing"
9780375714634,"offers, reproductions, five, hundred, comic, strips, pieces, sketchbooks, early, prototype, drawings, peanuts, selections, schulz, first, cartoon, feature, accompanied, commentary, cartoonist, life, art"
9780375714764,"chunky, rice, small, green, turtle, embarks, ocean, voyage, meets, shady, skipper, conjoined, twins, ruth, livonia, also, leaves, behind, mouse, deer, girlfriend, dandel, sends, letters, bottle, reprint, 20, 000, first, printing"
9780375719004,"nineteen, year, old, arkady, dolgonsky, difficulty, establishing, personal, identity, amid, political, social, upheavals, nineteenth, century, russia"
9780375719011,"discovery, mysterious, doppelganger, turns, goliadkin, life, upside, double, psychological, novel, gambler, combines, aspects, two, obsessions, love, rejecting, woman, fever, gambling, omnibus, edition, containing, new, translations, masterful, short, novels, reprint"
9780375724374,"forensic, pathologist, returns, sri, lanka, 15, years, abroad, assist, identifying, victims, country, civil, war"
9780375724428,"collection, sixty, one, cheever, short, stories, including, four, never, published, book, form"
9780375724503,"lives, nine, total, strangers, different, countries, become, intertwined, strange, series, circumstances"
9780375724930,"new, collection, twelve, short, stories, captures, daily, lives, experiences, chinese, women, men, struggle, deal, influx, western, influence, society, attempts, control, every, thought, move, author, waiting, reprint, 60, 000, first, printing"
9780375724954,"author, motoring, mohammed, recounts, seven, month, three, thousand, mile, walk, across, borneo, compares, life, jungle, western, civilization, reprint, 12, 500, first, printing"
9780375725302,"young, woman, threatens, expose, damaging, secret, former, life, axel, vander, elderly, scholar, master, liar, forced, examine, past, uncover, truths, carefully, hidden"
9780375725975,"disparate, group, men, women, confronts, individual, moral, crises, fears, physical, dangers, work, alleviate, hardships, suffering, caused, civil, war, famine, contemporary, sudan, reader, guide, available, reprint, 60, 000, first, printing"
9780375726217,"describes, libraries, across, united, states, dismantled, collections, original, bound, newspapers, brittle, books, replace, microfilmed, copies, exploring, hidden, reasons, policies"
9780375726521,"private, detective, loses, identity, directionless, search, missing, person, salesman, vanished, six, months, ago, modern, tokyo, reprint"
9780375726538,"horribly, disfigured, accidental, lab, explosion, rejected, alienated, rest, society, scientist, develops, perfect, mask, one, provides, new, identity, even, wife, cannot, penetrate, reprint"
9780375727139,"fiancâe, mike, left, paralyzed, following, tragic, accident, carrie, bell, begins, question, familiar, world, everyday, life, wisconsin, relationships, sets, rediscover, identity"
9780375727276,"becoming, best, selling, novelist, wealthy, celebrity, still, college, fame, disintegrate, sea, booze, drugs, narrator, gets, new, chance, life, unravels, series, grotesque, murders"
9780375727382,"vivid, narrative, history, captures, multicultural, world, salonica, heyday, byzantine, port, role, progressive, center, ottoman, empire, occupation, war, ii, nazis, revealing, position, equality, among, diverse, cultures, religions, gradually, eroded, culminating, destruction, jewish, inhabitants, reprint, 15, 000, first, printing"
9780375727573,"determined, someday, great, poet, olaf, karason, pursues, dream, face, contempt, indifference, people, around, taking, life, poverty, loneliness, failed, love, affairs, sexual, scandal, journeys, across, iceland, seek, goal, reprint, 17, 500, first, printing"
9780375727580,"traces, poor, icelandic, farmer, journey, mormon, utah, back, desperately, tries, reunite, broken, family, nobel, prize, winning, author, independent, people, reprint, 15, 000, first, printing"
9780375751516,"handsome, appearance, dissolute, young, dorian, gray, remains, unchanged, features, portrait, become, distorted, degeneration, progresses"
9780375752193,"paperback, edition, definitive, translation, first, part, marcel, proust, legendary, seven, cycle, one, narrator, recalls, childhood, aided, famous, tea, soaked, madeleine, swann, describes, passion, odette"
9780375752339,"standard, english, translation, second, volume, first, published, 1920, classic, french, novel, narrator, introduced, characters, parisian, high, society, thanks, duc, duchesse, de, guermantes, original, 12, 500, printing"
9780375752674,"photographs, exploring, grandeur, iceland, remarkable, geography, accompany, tales, real, life, heroes, supernatural, beings"
9780375753107,"revised, translation, final, volume, proust, search, lost, time, series"
9780375755194,"offers, collection, witty, emotional, direct, poems, popular, critically, acclaimed, poet, including, selections, four, previous, collections, new, works, man, listening, disc, headphones"
9780375755200,"collection, poems, offers, reflections, mystery, beauty, found, everyday, life"
9780375756603,"murder, philadelphia, politician, reputation, exposing, corruption, could, lead, scandal, discovered, man, victim, blackmail, police, officials, may, responsible"
9780375757181,"presents, hardy, classic, novel, two, people, caught, passion, conflicting, ambitions"
9780375757280,"first, novel, new, england, farmer, must, choose, duty, care, invalid, wife, love, cousin, second, charity, royall, enjoys, idyllic, summer, romance, visiting, architect, lucius, harvey"
9780375757990,"examines, pervading, influence, eminent, greek, philosopher, collection, major, works"
9780375758232,"revisiting, recurring, american, obsession, french, capital, author, takes, look, paris, means, americans, describes, relationship, city"
9780375758737,"noted, food, critic, describes, odyssey, chef, writer, traces, journey, restaurants, bangkok, paris, los, angeles, offers, colorful, anecdotes, life, encounters, great"
9780375759147,"daughter, imprisoned, debtor, suffers, injustices, nineteenth, century, english, society"
9780375759314,"two, young, couples, sid, charity, larry, sally, different, backgrounds, east, west, rich, poor, befriend, 1937, madison, wisconsin, evocative, insightful, portrait, family, friendship, reprint, 25, 000, first, printing"
9780375759345,"first, published, 1922, waste, land, eliot, masterpiece, one, key, works, modernism, also, greatest, poetic, achievements, twentieth, century, richly, allusive, pilgrimage, spiritual, psychological, torment, redemption, poem, exerted, revolutionary, influence, contemporaries, summoning, forth, rich, new, language, breaking, decisively, romantic, victorian, traditions, kenneth, rexroth, alone, calling, representative, poet, time, reason, shakespeare, pope, articulated, mind, epoch, words, seemed, natural, expression, influential, verse, criticism, transformative, effect, letter, edition, writings, includes, selection, important, essays, introduction, mary, karr, dispels, myths, great, inaccessibility, sheds, fresh, light, ways, illuminates, contemporary, experience, hardcover"
9780375759864,"recounts, search, long, lost, masterpiece, italian, baroque, master, michelangelo, caravaggio, following, young, graduate, student, across, hundreds, years, four, countries, uncover, mystery, taking, christ"
9780375760396,"focusing, human, relationship, plants, uses, botany, explore, four, basic, desires, sweetness, beauty, intoxication, control, embody, apple, tulip, marijuana, potato"
9780375760525,"national, bestseller, new, york, times, editors, ’, choice, winner, pen, hessell, tiltman, prize, duff, cooper, silver, medalist, arthur, ross, book, award, council, foreign, relations, finalist, robert, f, kennedy, six, months, 1919, end, “, war, wars, big, three, —, president, woodrow, wilson, british, prime, minister, david, lloyd, george, french, premier, georges, clemenceau, met, paris, shape, lasting, peace, landmark, work, narrative, history, margaret, macmillan, gives, dramatic, intimate, view, fateful, days, saw, political, entities, iraq, yugoslavia, palestine, among, born, ruins, bankrupt, empires, borders, modern, world, redrawn"
