isbn,title,writer,publisher,avg_score
9780764525902,Personal Finance for Dummies,Eric Tyson/Rich Tennant,John Wiley & Sons,3.77
9780449005576,Catching Alice,Clare Naylor,Ballantine Books,3.38
9781590522011,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,Multnomah Books,4.26
9780385732550,The Giver (The Giver  #1),Lois Lowry,Ember,4.13
9780064401685,The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,HarperCollins,3.83
9780449904961,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,Ballantine Books,4.11
9780156011655,The Last Life,Claire Messud,Mariner Books,3.56
9780330488150,The Hunters,Claire Messud,Picador,3.42
9780964561106,When the World Was Steady,Claire Messud,Granta,3.17
9781400097029,The Sea,John Banville,Vintage,3.51
9780307263117,The Sea,John Banville,Alfred A. Knopf,3.51
9780375725234,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,Vintage,3.71
9780679736851,Athena (The Freddie Montgomery Trilogy #3),John Banville,Vintage,3.66
9780679737995,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,Vintage,3.65
9780375725302,Shroud (The Cleave Trilogy #2),John Banville,Vintage,3.66
9780330371858,Ghosts,John Banville,Picador,3.61
9780143037743,On Beauty,Zadie Smith,Penguin Books,3.73
9780689875342,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,Simon and Schuster,3.79
9780452287655,The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,Plume Books,3.37
9780439228909,Black Beauty,Anna Sewell,Scholastic Paperbacks,3.96
9780060572150,Truth and Beauty,Ann Patchett,Harper Perennial,3.94
9780142004203,The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,Penguin Books,4.11
9780143039105,Complete Short Stories,Graham Greene/Pico Iyer,Penguin Classics,4.17
9780142437308,The Power and the Glory,Graham Greene/John Updike,Penguin Books,4.0
9780099478423,The Heart of the Matter,Graham Greene,Vintage Classics,3.99
9780142437919,Orient Express,Graham Greene/Christopher Hitchens,Penguin Classics,3.46
9780143039723,Journey Without Maps,Graham Greene/Paul Theroux,Penguin Classics,3.6
9780143039020,The Quiet American,Graham Greene/Robert  Stone,Penguin Classics Deluxe Editions,3.97
9780140186123,Collected Short Stories,Graham Greene,Penguin Books,3.98
9780140185331,The Third Man & The Fallen Idol,Graham Greene,Penguin Books Ltd,3.77
9780671019099,The Tenth Man,Graham Greene,Washington Square Press,3.73
9780375703874,The Autograph Man,Zadie Smith,Vintage,3.16
9780375703867,White Teeth,Zadie Smith,Vintage,3.77
9780385722223,Stranger than Fiction,Chuck Palahniuk,Anchor,3.57
9780060586546,Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,Harper Perennial Modern Classics,4.04
9781567922691,Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren,David R. Godine Publisher,3.77
9780940450097,Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,Library of America,4.2
9780940450240,Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford,Library of America,4.18
9780140431056,Redburn,Herman Melville/Harold Beaver,Penguin Classics,3.62
9780940450004,Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,Library of America,3.55
9780440416883,Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,Yearling,3.84
9780385327879,Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,Delacorte Books for Young Readers,3.8
9780142002063,Moonraker (James Bond  #3),Ian Fleming,Penguin Books,3.74
9780449235942,Moonraker's Bride,Madeleine Brent,Fawcett,4.31
9780862731588,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,Heinemann-Octopus,3.98
9780142002025,Casino Royale (James Bond  #1),Ian Fleming,Penguin,3.73
9780142002049,Goldfinger (James Bond  #7),Ian Fleming,Penguin Books,3.8
9780142003251,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,Penguin Books,3.96
9780142003299,Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,Penguin Books,3.55
9780142002155,Book of Sketches,Jack Kerouac/George Condo,Penguin Books,3.8
9780141184883,The Dharma Bums,Jack Kerouac,Penguin Books Ltd,3.92
9781904634003,Book of Haikus,Jack Kerouac,Enitharmon Press,3.91
9780141184890,The Subterraneans,Jack Kerouac,Penguin Books Ltd,3.68
9781842552476,Ballet Shoes,Noel Streatfeild,Orion Children's Books,4.07
9780679854340,Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,Yearling,4.02
9780440458159,Movie Shoes (Shoes  #6),Noel Streatfeild,Yearling Books,4.0
9780192752536,Party Shoes (Shoes  #5),Noel Streatfeild,Oxford University Press  USA,3.64
9780440486879,Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,Yearling,3.98
9781405088565,Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,MacMillan UK,4.27
9780330489997,The River,Rumer Godden,Pan,3.95
9780330442558,The Dolls' House,Rumer Godden/Christian Birmingham,Macmillan,4.01
9780688117221,China Court: The Hours of a Country House,Rumer Godden,William Morrow & Company,3.97
9780330367479,Rumer Godden,Anne Chisholm,Pan,3.82
9781841156736,The Corrections,Jonathan Franzen,Fourth Estate Paperbacks,3.79
9781589971288,Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,Thomas Nelson,3.93
9780446679220,Original Sin (Adam Dalgliesh #9),P.D. James,Grand Central Publishing,3.91
9780830826056,Original Sin: Illuminating the Riddle,Henri Blocher,IVP Academic,3.68
9780505523242,An Original Sin,Nina Bangs,Love Spell,3.75
7615681073710,Aliens: Original Sin,Michael Jan Friedman,Dark Horse Books,3.71
9780345446664,Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,Fawcett Books,3.92
9780307275738,The Lighthouse (Adam Dalgliesh #13),P.D. James,Vintage,3.81
9780571204106,Unnatural Causes (Adam Dalgliesh #3),P.D. James,Penguin Books in association with Faber & Faber,3.94
9780571204205,Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,Gardners Books,3.99
9780571204151,A Mind To Murder (Adam Dalgliesh  #2),P.D. James,Gardners Books,3.82
9781400096473,A Taste for Death (Adam Dalgliesh  #7),P.D. James,Vintage,4.02
9780345442123,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,Ballantine Books,3.93
9780743219570,Cover Her Face (Adam Dalgliesh #1),P.D. James,Scribner,3.93
9780743219617,The Black Tower (Adam Dalgliesh #5),P.D. James,Scribner,4.0
9780743219631,Innocent Blood,P.D. James,Scribner,3.68
9780060934347,Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,Ecco,3.87
9780142437230,Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,Penguin Books,3.87
9780451528902,Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,Signet Classics,3.87
9780375756993,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,Modern Library,3.87
9780156495400,Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,Harcourt Brace Jovanovich,3.87
9780822004158,Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,Cliffs Notes,3.61
9780727861153,Desert Heat (Joanna Brady  #1),J.A. Jance,Severn House Publishers,4.0
9780821773680,Kentucky Heat,Fern Michaels,Zebra,4.19
9780226443225,Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,University Of Chicago Press,3.86
9780345449603,Texas Heat (Texas  #2),Fern Michaels,Ballantine Books,4.18
9781843607403,Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,Ellora's Cave,4.13
9781582430157,Heat and Dust,Ruth Prawer Jhabvala,Counterpoint,3.55
9780767915748,Holy Cow: An Indian Adventure,Sarah Macdonald,Broadway Books,3.53
9780963810946,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,Polyface,4.01
9780393328622,The History of Love,Nicole Krauss,Norton,3.92
9780553380163,A Brief History of Time,Stephen Hawking,Bantam Books,4.17
9780767923224,A Short History of Nearly Everything,Bill Bryson,Broadway Books,4.21
9780895260475,The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,Regnery Publishing,4.03
9780802715524,A History of the World in 6 Glasses,Tom Standage,Bloomsbury,3.76
9780517223123,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,Gramercy Books,3.87
9780743564410,The Sun Also Rises,Ernest Hemingway/William Hurt,Simon  Schuster Audio,3.82
9780764596865,The Bon Appetit Cookbook,Barbara Fairchild,Houghton Mifflin Harcourt,4.07
9780609602195,The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,Clarkson Potter,4.15
9780792272663,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,National Geographic Society,3.51
9780374271077,Sylvia,Leonard Michaels/Diane Johnson,Farrar  Straus and Giroux,3.86
9780701127664,The Life Of Dashiell Hammett,Diane Johnson,Vintage/Ebury (A Division of Random House Group),3.73
9788420466552,Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,Santillana USA Publishing Company,2.88
9780670037568,London is the Best City in America,Laura Dave,Viking Adult,3.45
9788466617352,Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,Ediciones B,4.24
9780747236047,The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,Headline Book Pub Ltd,4.2
9780785118954,Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,Marvel,3.45
9783453215283,Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,Heyne,4.42
9782266111577,La Chute d'Hypérion II,Dan Simmons/Guy Abadia,Pocket,4.2
9782221089569,Endymion,Dan Simmons/Guy Abadia,Robert Laffont,4.17
9780380817931,Olympos (Ilium  #2),Dan Simmons,Harper Voyager,3.94
9780380817924,Ilium (Ilium  #1),Dan Simmons,HarperTorch,4.03
9780316017442,The Terror,Dan Simmons,Little  Brown and Company,4.07
9780060506049,Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,Harper Voyager,3.75
9780312989484,Hard Freeze (Joe Kurtz  #2),Dan Simmons,Minotaur Books,3.84
9780553572940,Endymion (Hyperion Cantos  #3),Dan Simmons,Bantam Spectra,4.17
9780380817160,A Winter Haunting (Seasons of Horror  #2),Dan Simmons,HarperTorch,3.6
9780312282998,The Amazing Adventures of Kavalier & Clay,Michael Chabon,Picador USA,4.18
9781593071714,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,Dark Horse,3.46
9780849942983,The Great House of God,Max Lucado,Thomas Nelson,4.25
9780722533949,The Valkyries,Paulo Coelho/Alan R. Clarke,HarperTorch (an imprint of HarperCollins Publishers),3.31
9780060527990,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,HarperOne,3.61
9780316767729,Nine Stories,J.D. Salinger,Little  Brown and Company,4.19
9780753459645,The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,Kingfisher,3.94
9780330484770,American Psycho,Bret Easton Ellis,Picador,3.82
9780375727276,Lunar Park,Bret Easton Ellis,Vintage,3.7
9780446677127,The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,Grand Central Publishing,4.06
9781416908166,Godless,Pete Hautman,Simon  Schuster Books for Young Readers,3.6
9780664228910,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,Westminster John Knox Press,3.59
9780060925758,Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,Harper Perennial,3.99
9780922729487,Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality),Elizabeth Clare Prophet,Summit University Press,3.79
9780452282179,Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention,Arielle Ford/Deepak Chopra,Plume,4.08
9780807014295,Man's Search for Meaning,Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch,Beacon Press,4.36
9780807014264,Man's Search for Meaning,Viktor E. Frankl/Gordon W. Allport/Ilse Lasch,Beacon Press (Boston),4.36
9780393058635,In Search of Memory: The Emergence of a New Science of Mind,Eric R. Kandel,W. W. Norton & Company,4.1
9780471979982,Search Engine Optimization for Dummies,Peter Kent,For Dummies,3.79
9780201616224,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,Addison-Wesley Professional,4.31
9780976694021,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,Pragmatic Bookshelf,3.96
9780713997279,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Penguin,3.93
9780859653237,Blink 182,Anne Hoppus,Plexus Publishing Ltd,4.42
9780753456101,I Blink: And Other Questions About My Body,Brigid Avison,Kingfisher,3.92
9780689837142,The Great Good Thing (The Sylvie Cycle  #1),Roderick Townley,Simon & Schuster Childrens Books,3.9
9781569246818,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,Da Capo Press,3.83
9780060566104,Built to Last: Successful Habits of Visionary Companies,James C. Collins/Jerry I. Porras,Harper Business,3.99
9780446578844,I Like You: Hospitality Under the Influence,Amy Sedaris,Warner Books (NY),3.88
9780743276122,Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,Simon & Schuster,3.68
9780099468233,Bringing Down The House,Ben Mezrich,Arrow,3.89
9780757305450,Read for Your Life: 11 Ways to Better Yourself Through Books,Pat Williams/Peggy Matthews Rose,Hci,3.7
9780830833290,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,IVP Books,3.91
9780312291563,The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark,Tom Stanton,St. Martin's Griffin,4.16
9780375727405,The Cold Six Thousand (Underworld USA #2),James Ellroy,Vintage,4.01
9780140276336,White Teeth,Zadie Smith,Penguin Books,3.77
9781417626281,White Teeth,Zadie Smith,Turtleback Books,3.77
9780140297782,White Teeth,Zadie Smith,Penguin,3.77
9783518222638,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher,Hans Blumenberg,Suhrkamp,3.93
9780875168166,The Guide to Dan Brown's the Solomon Key,Greg  Taylor,DeVorss & Company,2.98
9780739326749,The Da Vinci Code (Robert Langdon  #2),Dan Brown,Random House Large Print,3.84
9780743275064,Angels & Demons (Robert Langdon  #1),Dan Brown,Atria Books,3.89
2004913000100,The Illuminati,Larry Burkett,Thomas Nelson,3.71
9781579510022,The Illuminati Papers,Robert Anton Wilson,Ronin Publishing (CA),3.83
9781400079179,The Da Vinci Code,Dan Brown,Anchor,3.84
9780739339787,The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael,Random House Audio,3.84
9788495618603,El código Da Vinci (Robert Langdon  #2),Dan Brown/Juanjo Estrella,Umbriel,3.84
9780195307139,Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus  Mary Magdalene & Constantine,Bart D. Ehrman,Oxford University Press  USA,3.64
9780747573623,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling,Bloomsbury UK,4.56
9781932416596,Housekeeping vs. the Dirt,Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris,McSweeney's,3.88
9781932416244,The Polysyllabic Spree,Nick Hornby,McSweeney's,3.73
9781573223560,Songbook,Nick Hornby,Riverhead Books,3.56
9780753814413,My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,Orion Publishing,3.68
9781573226882,Fever Pitch,Nick Hornby,Riverhead Books,3.74
9781573228213,High Fidelity,Nick Hornby,Riverhead Books,3.94
9780141007335,About a Boy,Nick Hornby,Penguin,3.8
9780670916665,The Complete Polysyllabic Spree,Nick Hornby,Viking,3.59
9781596912311,Medicus (Gaius Petreius Ruso  #1),Ruth Downie,Bloomsbury Publishing PLC,3.73
9780738511672,Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,Arcadia Publishing,5.0
9780826414779,David Foster Wallace's Infinite Jest: A Reader's Guide,Stephen J. Burn,Bloomsbury Academic,3.82
9781401301019,Scar Tissue,Anthony Kiedis,Hachette Books,4.11
9782226126269,Monsieur Ibrahim et les fleurs du Coran,Éric-Emmanuel Schmitt,Albin Michel,3.82
9789774248443,Zaat,Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank,American University in Cairo Press,3.55
9780142401750,Dreamland,Sarah Dessen,Speak,3.91
9780060094423,End Game (Dreamland  #8),Dale Brown/Jim DeFelice,HarperTorch,4.02
9781568821573,H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG),Chris  Williams/Sandy Petersen,Chaosium,3.97
9780007109661,Dreamland (Dreamland  #1),Dale Brown/Jim DeFelice,HarperCollins Publishers Ltd,3.9
9780060094416,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,HarperTorch,4.0
9781594480119,The Zanzibar Chest,Aidan Hartley,Riverhead Books,4.01
9780061132384,Dispatches from the Edge: A Memoir of War  Disasters  and Survival,Anderson Cooper,Harper,3.96
9780679735250,Dispatches,Michael Herr,Vintage,4.23
9780451216779,Dispatch,Bentley Little,Signet,3.62
9780609808344,Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,Three Rivers Press,4.21
